"REF_DATE","GEO","DGUID","Funder","Performer","Science type","Prices","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682137","1.4.1.2.1","","0s","","","0"
"2006","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682137","1.4.1.2.1","","..","","","0"
"2007","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682137","1.4.1.2.1","","..","","","0"
"2008","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682137","1.4.1.2.1","","..","","","0"
"2009","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682137","1.4.1.2.1","5","","","","0"
"2010","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682137","1.4.1.2.1","5","","","","0"
"2011","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682137","1.4.1.2.1","4","","","","0"
"2012","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682137","1.4.1.2.1","5","","","","0"
"2013","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682137","1.4.1.2.1","6","","","","0"
"2014","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682137","1.4.1.2.1","4","","","","0"
"2015","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682137","1.4.1.2.1","5","","","","0"
"2016","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682137","1.4.1.2.1","5","","","","0"
"2017","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682137","1.4.1.2.1","5","","","","0"
"2018","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682137","1.4.1.2.1","6","","","","0"
"2019","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682137","1.4.1.2.1","6","","","","0"
"2020","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682137","1.4.1.2.1","6","","","","0"
"2021","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682137","1.4.1.2.1","6","","","","0"
"2022","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682137","1.4.1.2.1","9","","","","0"
"2023","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682137","1.4.1.2.1","9","","","","0"
"2000","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617544","1.4.4.2.1","1","","","","0"
"2001","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617544","1.4.4.2.1","","0s","","","0"
"2002","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617544","1.4.4.2.1","","0s","","","0"
"2003","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617544","1.4.4.2.1","","0s","","","0"
"2004","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617544","1.4.4.2.1","","0s","","","0"
"2005","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617544","1.4.4.2.1","","0s","","","0"
"2006","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617544","1.4.4.2.1","","..","","","0"
"2007","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617544","1.4.4.2.1","","..","","","0"
"2008","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617544","1.4.4.2.1","","..","","","0"
"2009","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617544","1.4.4.2.1","5","","","","0"
"2010","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617544","1.4.4.2.1","5","","","","0"
"2011","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617544","1.4.4.2.1","4","","","","0"
"2012","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617544","1.4.4.2.1","5","","","","0"
"2013","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617544","1.4.4.2.1","6","","","","0"
"2014","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617544","1.4.4.2.1","4","","","","0"
"2015","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617544","1.4.4.2.1","5","","","","0"
"2016","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617544","1.4.4.2.1","5","","","","0"
"2017","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617544","1.4.4.2.1","5","","","","0"
"2018","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617544","1.4.4.2.1","6","","","","0"
"2019","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617544","1.4.4.2.1","6","","","","0"
"2020","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617544","1.4.4.2.1","6","","","","0"
"2021","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617544","1.4.4.2.1","6","","","","0"
"2022","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617544","1.4.4.2.1","9","","","","0"
"2023","Canada","2016A000011124","Funder: provincial research organizations sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617544","1.4.4.2.1","9","","","","0"
"2000","Canada","2016A000011124","Funder: business enterprise sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682141","1.6.1.2.1","9233","","","","0"
"2001","Canada","2016A000011124","Funder: business enterprise sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682141","1.6.1.2.1","11648","","","","0"
"2002","Canada","2016A000011124","Funder: business enterprise sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682141","1.6.1.2.1","12131","","","","0"
"2003","Canada","2016A000011124","Funder: business enterprise sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682141","1.6.1.2.1","12440","","","","0"
"2004","Canada","2016A000011124","Funder: business enterprise sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682141","1.6.1.2.1","13402","","","","0"
"2005","Canada","2016A000011124","Funder: business enterprise sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682141","1.6.1.2.1","13836","","","","0"
"2006","Canada","2016A000011124","Funder: business enterprise sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682141","1.6.1.2.1","14884","","","","0"
"2007","Canada","2016A000011124","Funder: business enterprise sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682141","1.6.1.2.1","14778","","","","0"
"2008","Canada","2016A000011124","Funder: business enterprise sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682141","1.6.1.2.1","15210","","","","0"
"2009","Canada","2016A000011124","Funder: business enterprise sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682141","1.6.1.2.1","14618","","","","0"
"2010","Canada","2016A000011124","Funder: business enterprise sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682141","1.6.1.2.1","14344","","","","0"
"2011","Canada","2016A000011124","Funder: business enterprise sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682141","1.6.1.2.1","15560","","","","0"
"2012","Canada","2016A000011124","Funder: business enterprise sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682141","1.6.1.2.1","15348","","","","0"
"2013","Canada","2016A000011124","Funder: business enterprise sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682141","1.6.1.2.1","15139","","","","0"
"2014","Canada","2016A000011124","Funder: business enterprise sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682141","1.6.1.2.1","15626","","","","0"
"2015","Canada","2016A000011124","Funder: business enterprise sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682141","1.6.1.2.1","14801","","","","0"
"2016","Canada","2016A000011124","Funder: business enterprise sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682141","1.6.1.2.1","14936","","","","0"
"2017","Canada","2016A000011124","Funder: business enterprise sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682141","1.6.1.2.1","15551","","","","0"
"2018","Canada","2016A000011124","Funder: business enterprise sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682141","1.6.1.2.1","17201","","","","0"
"2019","Canada","2016A000011124","Funder: business enterprise sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682141","1.6.1.2.1","17832","","","","0"
"2020","Canada","2016A000011124","Funder: business enterprise sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682141","1.6.1.2.1","19142","","","","0"
"2021","Canada","2016A000011124","Funder: business enterprise sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682141","1.6.1.2.1","21772","","","","0"
"2022","Canada","2016A000011124","Funder: business enterprise sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682141","1.6.1.2.1","22497","","","","0"
"2023","Canada","2016A000011124","Funder: business enterprise sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682141","1.6.1.2.1","23028","","","","0"
"2000","Canada","2016A000011124","Funder: business enterprise sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v5975180","1.6.2.2.1","65","","","","0"
"2001","Canada","2016A000011124","Funder: business enterprise sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v5975180","1.6.2.2.1","65","","","","0"
"2002","Canada","2016A000011124","Funder: business enterprise sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v5975180","1.6.2.2.1","69","","","","0"
"2003","Canada","2016A000011124","Funder: business enterprise sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v5975180","1.6.2.2.1","61","","","","0"
"2004","Canada","2016A000011124","Funder: business enterprise sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v5975180","1.6.2.2.1","63","","","","0"
"2005","Canada","2016A000011124","Funder: business enterprise sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v5975180","1.6.2.2.1","73","","","","0"
"2006","Canada","2016A000011124","Funder: business enterprise sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v5975180","1.6.2.2.1","65","","","","0"
"2007","Canada","2016A000011124","Funder: business enterprise sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v5975180","1.6.2.2.1","67","","","","0"
"2008","Canada","2016A000011124","Funder: business enterprise sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v5975180","1.6.2.2.1","68","","","","0"
"2009","Canada","2016A000011124","Funder: business enterprise sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v5975180","1.6.2.2.1","73","","","","0"
"2010","Canada","2016A000011124","Funder: business enterprise sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v5975180","1.6.2.2.1","67","","","","0"
"2011","Canada","2016A000011124","Funder: business enterprise sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v5975180","1.6.2.2.1","70","","","","0"
"2012","Canada","2016A000011124","Funder: business enterprise sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v5975180","1.6.2.2.1","45","","","","0"
"2013","Canada","2016A000011124","Funder: business enterprise sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v5975180","1.6.2.2.1","47","","","","0"
"2014","Canada","2016A000011124","Funder: business enterprise sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v5975180","1.6.2.2.1","51","","","","0"
"2015","Canada","2016A000011124","Funder: business enterprise sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v5975180","1.6.2.2.1","8","","","","0"
"2016","Canada","2016A000011124","Funder: business enterprise sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v5975180","1.6.2.2.1","6","","","","0"
"2017","Canada","2016A000011124","Funder: business enterprise sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v5975180","1.6.2.2.1","10","","","","0"
"2018","Canada","2016A000011124","Funder: business enterprise sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v5975180","1.6.2.2.1","11","","","","0"
"2019","Canada","2016A000011124","Funder: business enterprise sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v5975180","1.6.2.2.1","19","","","","0"
"2020","Canada","2016A000011124","Funder: business enterprise sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v5975180","1.6.2.2.1","4","","","","0"
"2021","Canada","2016A000011124","Funder: business enterprise sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v5975180","1.6.2.2.1","55","","","","0"
"2022","Canada","2016A000011124","Funder: business enterprise sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v5975180","1.6.2.2.1","54","","","","0"
"2023","Canada","2016A000011124","Funder: business enterprise sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v5975180","1.6.2.2.1","58","","","","0"
"2000","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v5975182","1.6.3.2.1","","..","","","0"
"2001","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v5975182","1.6.3.2.1","31","","","","0"
"2002","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v5975182","1.6.3.2.1","29","","","","0"
"2003","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v5975182","1.6.3.2.1","25","","","","0"
"2004","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v5975182","1.6.3.2.1","26","","","","0"
"2005","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v5975182","1.6.3.2.1","30","","","","0"
"2006","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v5975182","1.6.3.2.1","33","","","","0"
"2007","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v5975182","1.6.3.2.1","38","","","","0"
"2008","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v5975182","1.6.3.2.1","40","","","","0"
"2009","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v5975182","1.6.3.2.1","47","","","","0"
"2010","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v5975182","1.6.3.2.1","53","","","","0"
"2011","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v5975182","1.6.3.2.1","","..","","","0"
"2012","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v5975182","1.6.3.2.1","","..","","","0"
"2013","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v5975182","1.6.3.2.1","","..","","","0"
"2014","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v5975182","1.6.3.2.1","","..","","","0"
"2015","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v5975182","1.6.3.2.1","","..","","","0"
"2016","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v5975182","1.6.3.2.1","","..","","","0"
"2017","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v5975182","1.6.3.2.1","","..","","","0"
"2000","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617559","1.6.4.2.1","18","","","","0"
"2001","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617559","1.6.4.2.1","9","","","","0"
"2002","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617559","1.6.4.2.1","9","","","","0"
"2003","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617559","1.6.4.2.1","9","","","","0"
"2004","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617559","1.6.4.2.1","10","","","","0"
"2005","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617559","1.6.4.2.1","10","","","","0"
"2006","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617559","1.6.4.2.1","10","","","","0"
"2007","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617559","1.6.4.2.1","44","","","","0"
"2008","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617559","1.6.4.2.1","22","","","","0"
"2009","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617559","1.6.4.2.1","14","","","","0"
"2010","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617559","1.6.4.2.1","13","","","","0"
"2011","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617559","1.6.4.2.1","10","","","","0"
"2012","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617559","1.6.4.2.1","15","","","","0"
"2013","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617559","1.6.4.2.1","14","","","","0"
"2014","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617559","1.6.4.2.1","12","","","","0"
"2015","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617559","1.6.4.2.1","13","","","","0"
"2016","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617559","1.6.4.2.1","14","","","","0"
"2017","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617559","1.6.4.2.1","13","","","","0"
"2018","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617559","1.6.4.2.1","16","","","","0"
"2019","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617559","1.6.4.2.1","15","","","","0"
"2020","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617559","1.6.4.2.1","13","","","","0"
"2021","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617559","1.6.4.2.1","13","","","","0"
"2022","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617559","1.6.4.2.1","17","","","","0"
"2023","Canada","2016A000011124","Funder: business enterprise sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617559","1.6.4.2.1","16","","","","0"
"2000","Canada","2016A000011124","Funder: business enterprise sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617655","1.6.6.2.1","8587","","","","0"
"2001","Canada","2016A000011124","Funder: business enterprise sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617655","1.6.6.2.1","10930","","","","0"
"2002","Canada","2016A000011124","Funder: business enterprise sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617655","1.6.6.2.1","11370","","","","0"
"2003","Canada","2016A000011124","Funder: business enterprise sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617655","1.6.6.2.1","11651","","","","0"
"2004","Canada","2016A000011124","Funder: business enterprise sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617655","1.6.6.2.1","12535","","","","0"
"2005","Canada","2016A000011124","Funder: business enterprise sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617655","1.6.6.2.1","12899","","","","0"
"2006","Canada","2016A000011124","Funder: business enterprise sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617655","1.6.6.2.1","13947","","","","0"
"2007","Canada","2016A000011124","Funder: business enterprise sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617655","1.6.6.2.1","13744","","","","0"
"2008","Canada","2016A000011124","Funder: business enterprise sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617655","1.6.6.2.1","14173","","","","0"
"2009","Canada","2016A000011124","Funder: business enterprise sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617655","1.6.6.2.1","13583","","","","0"
"2010","Canada","2016A000011124","Funder: business enterprise sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617655","1.6.6.2.1","13361","","","","0"
"2011","Canada","2016A000011124","Funder: business enterprise sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617655","1.6.6.2.1","14529","","","","0"
"2012","Canada","2016A000011124","Funder: business enterprise sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617655","1.6.6.2.1","14341","","","","0"
"2013","Canada","2016A000011124","Funder: business enterprise sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617655","1.6.6.2.1","14165","","","","0"
"2014","Canada","2016A000011124","Funder: business enterprise sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617655","1.6.6.2.1","14572","","","","0"
"2015","Canada","2016A000011124","Funder: business enterprise sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617655","1.6.6.2.1","13746","","","","0"
"2016","Canada","2016A000011124","Funder: business enterprise sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617655","1.6.6.2.1","13820","","","","0"
"2017","Canada","2016A000011124","Funder: business enterprise sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617655","1.6.6.2.1","14398","","","","0"
"2018","Canada","2016A000011124","Funder: business enterprise sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617655","1.6.6.2.1","15976","","","","0"
"2019","Canada","2016A000011124","Funder: business enterprise sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617655","1.6.6.2.1","16502","","","","0"
"2020","Canada","2016A000011124","Funder: business enterprise sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617655","1.6.6.2.1","17969","","","","0"
"2021","Canada","2016A000011124","Funder: business enterprise sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617655","1.6.6.2.1","20545","","","","0"
"2022","Canada","2016A000011124","Funder: business enterprise sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617655","1.6.6.2.1","21254","","","","0"
"2023","Canada","2016A000011124","Funder: business enterprise sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v617655","1.6.6.2.1","21770","","","","0"
"2000","Canada","2016A000011124","Funder: business enterprise sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617712","1.6.7.2.1","553","","","","0"
"2001","Canada","2016A000011124","Funder: business enterprise sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617712","1.6.7.2.1","603","","","","0"
"2002","Canada","2016A000011124","Funder: business enterprise sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617712","1.6.7.2.1","643","","","","0"
"2003","Canada","2016A000011124","Funder: business enterprise sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617712","1.6.7.2.1","679","","","","0"
"2004","Canada","2016A000011124","Funder: business enterprise sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617712","1.6.7.2.1","755","","","","0"
